IN450A
Time,Source,Destination,Protocol,Length
66.581475,104.244.36.20,192.168.1.9,TLSv1.2,396
66.581541,192.168.1.9,104.244.36.20,TCP,66
66.71149,74.125.195.189,192.168.1.9,UDP,233
66.711493,74.125.195.189,192.168.1.9,UDP,81
66.71169,192.168.1.9,74.125.195.189,UDP,71
67.8462,72.251.232.230,192.168.1.9,TLSv1.2,97
67.846305,192.168.1.9,72.251.232.230,TCP,66
67.846494,192.168.1.9,72.251.232.230,TLSv1.2,97
67.846768,192.168.1.9,72.251.232.230,TCP,66
67.849595,72.251.232.230,192.168.1.9,TCP,66
67.849684,192.168.1.9,72.251.232.230,TCP,66
67.884414,72.251.232.230,192.168.1.9,TCP,54
67.88442,72.251.232.230,192.168.1.9,TCP,54
67.884625,72.251.232.230,192.168.1.9,TCP,54
68.450315,192.168.1.9,159.127.41.105,TCP,78
68.454092,192.168.1.9,159.127.41.105,TCP,78
68.457989,192.168.1.9,159.127.41.105,TCP,78
68.492509,159.127.41.105,192.168.1.9,TCP,74
68.492516,159.127.41.105,192.168.1.9,TCP,74
68.492619,192.168.1.9,159.127.41.105,TCP,66
68.492619,192.168.1.9,159.127.41.105,TCP,66
68.492914,192.168.1.9,159.127.41.105,TLSv1.2,583
68.492915,192.168.1.9,159.127.41.105,TLSv1.2,583
68.498744,159.127.41.105,192.168.1.9,TCP,74
68.498845,192.168.1.9,159.127.41.105,TCP,66
68.49919,192.168.1.9,159.127.41.105,TLSv1.2,583
68.529047,159.127.41.105,192.168.1.9,TCP,66
68.529999,159.127.41.105,192.168.1.9,TCP,66
68.531163,159.127.41.105,192.168.1.9,TLSv1.2,1514
68.531169,159.127.41.105,192.168.1.9,TLSv1.2,1514
68.53117,159.127.41.105,192.168.1.9,TLSv1.2,405
68.531248,192.168.1.9,159.127.41.105,TCP,66
68.531248,192.168.1.9,159.127.41.105,TCP,66
68.531791,159.127.41.105,192.168.1.9,TLSv1.2,1514
68.531795,159.127.41.105,192.168.1.9,TLSv1.2,1514
68.531797,159.127.41.105,192.168.1.9,TLSv1.2,405
68.531862,192.168.1.9,159.127.41.105,TCP,66
68.531862,192.168.1.9,159.127.41.105,TCP,66
68.532182,192.168.1.9,159.127.41.105,TLSv1.2,192
68.532681,192.168.1.9,159.127.41.105,TLSv1.2,192
68.534902,159.127.41.105,192.168.1.9,TCP,66
68.537024,159.127.41.105,192.168.1.9,TLSv1.2,1514
68.537029,159.127.41.105,192.168.1.9,TLSv1.2,1514
68.537031,159.127.41.105,192.168.1.9,TLSv1.2,405
68.53711,192.168.1.9,159.127.41.105,TCP,66
68.53711,192.168.1.9,159.127.41.105,TCP,66
68.53799,192.168.1.9,159.127.41.105,TLSv1.2,192
68.56625,159.127.41.105,192.168.1.9,TLSv1.2,340
68.566256,159.127.41.105,192.168.1.9,TLSv1.2,340
68.566368,192.168.1.9,159.127.41.105,TCP,66
68.566368,192.168.1.9,159.127.41.105,TCP,66
68.572631,159.127.41.105,192.168.1.9,TLSv1.2,340
68.572684,192.168.1.9,159.127.41.105,TCP,66
68.574758,192.168.1.9,159.127.41.105,TCP,1514
68.574759,192.168.1.9,159.127.41.105,TLSv1.2,387
68.579117,192.168.1.9,159.127.41.105,TCP,1514
68.579118,192.168.1.9,159.127.41.105,TLSv1.2,387
68.584541,192.168.1.9,159.127.41.105,TCP,1514
68.584542,192.168.1.9,159.127.41.105,TLSv1.2,346
68.613389,159.127.41.105,192.168.1.9,TCP,66
68.613945,159.127.41.105,192.168.1.9,TLSv1.2,487
68.614019,192.168.1.9,159.127.41.105,TCP,66
68.614684,159.127.41.105,192.168.1.9,TLSv1.2,97
68.614752,192.168.1.9,159.127.41.105,TCP,66
68.6156,192.168.1.9,159.127.41.105,TLSv1.2,97
68.615737,192.168.1.9,159.127.41.105,TCP,54
68.620418,159.127.41.105,192.168.1.9,TCP,66
68.620422,159.127.41.105,192.168.1.9,TCP,66
68.621477,159.127.41.105,192.168.1.9,TLSv1.2,487
68.621481,159.127.41.105,192.168.1.9,TLSv1.2,487
68.621546,192.168.1.9,159.127.41.105,TCP,66
68.621546,192.168.1.9,159.127.41.105,TCP,66
68.62264,159.127.41.105,192.168.1.9,TLSv1.2,97
68.622645,159.127.41.105,192.168.1.9,TLSv1.2,97
68.622703,192.168.1.9,159.127.41.105,TCP,66
68.622703,192.168.1.9,159.127.41.105,TCP,66
68.622852,192.168.1.9,159.127.41.105,TLSv1.2,97
68.622924,192.168.1.9,159.127.41.105,TLSv1.2,97
68.622966,192.168.1.9,159.127.41.105,TCP,54
68.623023,192.168.1.9,159.127.41.105,TCP,54
68.655511,159.127.41.105,192.168.1.9,TCP,54
68.662353,159.127.41.105,192.168.1.9,TCP,54
68.662357,159.127.41.105,192.168.1.9,TCP,54
69.480441,192.168.1.2,224.0.0.251,MDNS,193
69.51033,192.168.1.9,192.168.1.2,MDNS,338
70.46843,192.168.1.9,192.168.1.16,TCP,176
70.48315,192.168.1.16,192.168.1.9,TCP,176
70.483253,192.168.1.9,192.168.1.16,TCP,66
70.7095,192.168.1.2,224.0.0.251,MDNS,423
72.760724,67.202.110.22,192.168.1.9,TLSv1.3,90
72.760779,192.168.1.9,67.202.110.22,TCP,66
72.760888,192.168.1.9,67.202.110.22,TLSv1.3,90
72.761006,192.168.1.9,67.202.110.22,TCP,66
72.764939,67.202.110.22,192.168.1.9,TCP,66
72.764942,104.254.148.166,192.168.1.9,TLSv1.2,97
72.76499,192.168.1.9,67.202.110.22,TCP,66
72.765008,192.168.1.9,104.254.148.166,TCP,66
72.76511,192.168.1.9,104.254.148.166,TLSv1.2,97
72.765229,192.168.1.9,104.254.148.166,TCP,66
72.765509,104.254.148.166,192.168.1.9,TCP,66
72.765511,74.125.142.189,192.168.1.9,UDP,82
72.765512,67.202.110.22,192.168.1.9,TCP,66
72.765512,74.125.142.189,192.168.1.9,UDP,82
72.765541,192.168.1.9,67.202.110.22,TCP,66
72.765541,192.168.1.9,104.254.148.166,TCP,66
72.765647,192.168.1.9,74.125.142.189,UDP,70
72.809353,104.254.148.166,192.168.1.9,TCP,54
72.809356,104.254.148.166,192.168.1.9,TCP,54
72.809407,104.254.148.166,192.168.1.9,TCP,54
72.831523,67.202.110.22,192.168.1.9,TCP,54
72.831528,67.202.110.22,192.168.1.9,TCP,54
72.831529,67.202.110.22,192.168.1.9,TCP,54
72.831531,67.202.110.22,192.168.1.9,TCP,54
73.579174,104.254.149.100,192.168.1.9,TLSv1.2,97
73.579253,192.168.1.9,104.254.149.100,TCP,66
73.579373,192.168.1.9,104.254.149.100,TLSv1.2,97
73.579551,192.168.1.9,104.254.149.100,TCP,66
73.583175,104.254.149.100,192.168.1.9,TCP,66
73.583179,104.254.149.100,192.168.1.9,TLSv1.2,97
73.58318,104.254.149.100,192.168.1.9,TCP,66
73.583233,192.168.1.9,104.254.149.100,TCP,66
73.583234,192.168.1.9,104.254.149.100,TCP,66
73.583278,192.168.1.9,104.254.149.100,TCP,66
73.583345,192.168.1.9,104.254.149.100,TLSv1.2,97
73.583445,192.168.1.9,104.254.149.100,TCP,66
73.607382,192.168.1.9,74.125.142.189,UDP,65
73.611534,104.254.149.100,192.168.1.9,TCP,66
73.611607,192.168.1.9,104.254.149.100,TCP,66
73.627407,104.254.149.100,192.168.1.9,TCP,54
73.628284,104.254.149.100,192.168.1.9,TCP,54
73.628289,104.254.149.100,192.168.1.9,TCP,54
73.628468,104.254.149.100,192.168.1.9,TCP,54
73.628472,104.254.149.100,192.168.1.9,TCP,54
73.636071,74.125.142.189,192.168.1.9,UDP,64
73.65753,104.254.149.100,192.168.1.9,TCP,54
73.718003,74.125.142.189,192.168.1.9,UDP,82
73.744441,192.168.1.9,74.125.142.189,UDP,70
74.443835,192.168.1.9,216.58.217.37,TCP,1434
74.443835,192.168.1.9,216.58.217.37,TCP,1434
74.443836,192.168.1.9,216.58.217.37,TLSv1.2,815
74.469934,216.58.217.37,192.168.1.9,TCP,66
74.469939,216.58.217.37,192.168.1.9,TCP,66
74.469983,216.58.217.37,192.168.1.9,TCP,66
74.470045,192.168.1.9,216.58.217.37,TLSv1.2,223
74.487759,216.58.217.37,192.168.1.9,TCP,66
74.662575,216.58.217.37,192.168.1.9,TLSv1.2,733
74.66258,216.58.217.37,192.168.1.9,TLSv1.2,247
74.662581,216.58.217.37,192.168.1.9,TLSv1.2,181
74.662652,192.168.1.9,216.58.217.37,TCP,66
74.662721,192.168.1.9,216.58.217.37,TCP,66
74.662722,192.168.1.9,216.58.217.37,TCP,66
74.665349,216.58.217.37,192.168.1.9,TLSv1.2,93
74.66542,192.168.1.9,216.58.217.37,TCP,66
74.674787,104.254.148.166,192.168.1.9,TLSv1.2,97
74.674793,104.254.148.166,192.168.1.9,TCP,66
74.674917,192.168.1.9,104.254.148.166,TCP,66
74.674917,192.168.1.9,104.254.148.166,TCP,66
74.675079,192.168.1.9,104.254.148.166,TLSv1.2,97
74.675234,192.168.1.9,104.254.148.166,TCP,66
74.719798,104.254.148.166,192.168.1.9,TCP,54
74.719803,104.254.148.166,192.168.1.9,TCP,54
74.893604,192.168.1.9,23.44.160.146,TLSv1.3,90
74.893717,192.168.1.9,23.44.160.146,TCP,66
74.893901,192.168.1.9,40.97.162.114,TCP,1514
74.893902,192.168.1.9,40.97.162.114,TCP,1514
74.893902,192.168.1.9,40.97.162.114,TLSv1.2,834
74.911455,23.44.160.146,192.168.1.9,TLSv1.3,90
74.911458,23.44.160.146,192.168.1.9,TCP,66
74.911516,192.168.1.9,23.44.160.146,TCP,54
74.911517,192.168.1.9,23.44.160.146,TCP,54
74.921714,40.97.162.114,192.168.1.9,TCP,54
74.962235,40.97.162.114,192.168.1.9,TCP,54
75.010546,40.97.162.114,192.168.1.9,TLSv1.2,1424
75.010553,40.97.162.114,192.168.1.9,TLSv1.2,88
75.010653,192.168.1.9,40.97.162.114,TCP,54
75.010653,192.168.1.9,40.97.162.114,TCP,54
75.214718,192.168.1.2,224.0.0.251,MDNS,193
75.274832,192.168.1.9,192.168.1.2,MDNS,338
75.484856,192.168.1.9,192.168.1.16,TCP,176
75.490347,192.168.1.16,192.168.1.9,TCP,176
75.49046,192.168.1.9,192.168.1.16,TCP,66
75.576485,74.125.195.189,192.168.1.9,UDP,83
75.58351,192.168.1.9,74.125.195.189,UDP,71
76.034426,192.168.1.2,224.0.0.251,MDNS,423
76.651585,104.244.36.20,192.168.1.9,TLSv1.2,97
76.651701,192.168.1.9,104.244.36.20,TCP,66
76.651931,192.168.1.9,104.244.36.20,TLSv1.2,97
76.652132,192.168.1.9,104.244.36.20,TCP,66
76.65511,104.244.36.20,192.168.1.9,TCP,66
76.655198,192.168.1.9,104.244.36.20,TCP,66
76.688893,52.37.245.64,192.168.1.9,TCP,66
76.688899,52.37.245.64,192.168.1.9,TCP,66
76.689008,192.168.1.9,52.37.245.64,TCP,66
76.689009,192.168.1.9,52.37.245.64,TCP,66
76.689078,52.37.245.64,192.168.1.9,TCP,66
76.68913,192.168.1.9,52.37.245.64,TCP,66
76.750631,104.244.36.20,192.168.1.9,TCP,54
76.750637,104.244.36.20,192.168.1.9,TCP,54
76.750856,104.244.36.20,192.168.1.9,TCP,54
77.678332,209.191.163.208,192.168.1.9,TLSv1.3,90
77.678414,192.168.1.9,209.191.163.208,TCP,66
77.678531,192.168.1.9,209.191.163.208,TLSv1.3,90
77.678802,192.168.1.9,209.191.163.208,TCP,66
77.681886,209.191.163.208,192.168.1.9,TCP,66
77.681891,209.191.163.208,192.168.1.9,TCP,66
77.68202,192.168.1.9,209.191.163.208,TCP,66
77.68202,192.168.1.9,209.191.163.208,TCP,66
77.71569,209.191.163.208,192.168.1.9,TCP,54
77.715694,209.191.163.208,192.168.1.9,TCP,54
77.716036,209.191.163.208,192.168.1.9,TCP,54
77.71604,209.191.163.208,192.168.1.9,TCP,54
77.948475,192.168.1.9,172.217.3.194,UDP,65
77.98323,169.53.129.205,192.168.1.9,TLSv1.2,97
77.983234,169.53.129.205,192.168.1.9,TCP,66
77.983294,192.168.1.9,169.53.129.205,TCP,66
77.983294,192.168.1.9,169.53.129.205,TCP,66
77.98339,192.168.1.9,169.53.129.205,TLSv1.2,97
77.983475,192.168.1.9,169.53.129.205,TCP,66
78.003298,172.217.3.194,192.168.1.9,UDP,63
78.019089,169.53.129.205,192.168.1.9,TCP,54
78.019092,169.53.129.205,192.168.1.9,TCP,54
78.460597,192.168.1.9,52.37.245.64,TLSv1.3,90
78.460783,192.168.1.9,52.37.245.64,TCP,66
78.461171,192.168.1.9,38.140.99.21,TLSv1.2,1172
78.465295,192.168.1.9,23.218.109.92,TCP,1514
78.465296,192.168.1.9,23.218.109.92,TCP,1514
78.465296,192.168.1.9,23.218.109.92,TLSv1.2,216
78.46678,192.168.1.9,104.16.68.69,TLSv1.2,1380
78.471215,192.168.1.9,52.9.68.83,TCP,78
78.47534,192.168.1.9,52.9.68.83,TCP,78
78.476388,192.168.1.9,104.254.148.166,TCP,78
78.477229,192.168.1.9,67.202.110.22,TCP,78
78.479504,192.168.1.9,209.191.163.208,TCP,78
78.480847,192.168.1.9,104.254.148.166,TCP,78
78.484288,192.168.1.9,72.34.250.78,TCP,78
78.486452,192.168.1.9,52.52.208.22,TLSv1.2,1050
78.489837,192.168.1.9,52.43.69.79,TLSv1.2,1089
78.491377,23.218.109.92,192.168.1.9,TCP,66
78.49138,52.37.245.64,192.168.1.9,TCP,66
78.491552,52.37.245.64,192.168.1.9,TLSv1.3,90
78.491553,52.37.245.64,192.168.1.9,TCP,66
78.491593,192.168.1.9,52.37.245.64,TCP,54
78.491594,192.168.1.9,52.37.245.64,TCP,54
78.492051,23.218.109.92,192.168.1.9,TCP,66
78.492053,23.218.109.92,192.168.1.9,TCP,66
78.492204,104.16.68.69,192.168.1.9,TCP,54
78.492235,192.168.1.9,104.16.68.69,TLSv1.2,443
78.493141,192.168.1.9,52.43.69.79,TLSv1.2,1089
78.495863,192.168.1.9,173.230.154.240,TCP,1514
78.495864,192.168.1.9,173.230.154.240,TLSv1.2,436
78.510038,52.9.68.83,192.168.1.9,TCP,74
78.510101,192.168.1.9,52.9.68.83,TCP,66
78.510326,192.168.1.9,52.9.68.83,TLSv1.2,583
78.51243,104.16.68.69,192.168.1.9,TCP,54
78.51494,209.191.163.208,192.168.1.9,TCP,74
78.514982,192.168.1.9,209.191.163.208,TCP,66
78.515144,192.168.1.9,209.191.163.208,TLSv1.3,583
78.517514,52.9.68.83,192.168.1.9,TCP,74
78.517546,192.168.1.9,52.9.68.83,TCP,66
78.517661,192.168.1.9,52.9.68.83,TLSv1.2,583
78.519184,52.43.69.79,192.168.1.9,TCP,66
78.519186,52.43.69.79,192.168.1.9,TCP,66
78.522112,52.52.208.22,192.168.1.9,TCP,66
78.525006,104.254.148.166,192.168.1.9,TCP,74
78.525008,104.254.148.166,192.168.1.9,TCP,74
78.525056,192.168.1.9,104.254.148.166,TCP,66
78.525056,192.168.1.9,104.254.148.166,TCP,66
78.525208,192.168.1.9,104.254.148.166,TLSv1.2,583
78.525208,192.168.1.9,104.254.148.166,TLSv1.2,583
78.53202,72.34.250.78,192.168.1.9,TCP,74
78.532128,192.168.1.9,72.34.250.78,TCP,66
78.532467,192.168.1.9,72.34.250.78,TLSv1.2,583
78.537086,173.230.154.240,192.168.1.9,TCP,66
78.546131,52.9.68.83,192.168.1.9,TCP,66
78.546995,67.202.110.22,192.168.1.9,TCP,70
78.547039,192.168.1.9,67.202.110.22,TCP,66
78.547201,192.168.1.9,67.202.110.22,TLSv1.3,583
78.548179,52.9.68.83,192.168.1.9,TLSv1.2,1514
78.54818,52.9.68.83,192.168.1.9,TCP,1514
78.548181,52.9.68.83,192.168.1.9,TCP,1514
78.548213,192.168.1.9,52.9.68.83,TCP,66
78.548265,192.168.1.9,52.9.68.83,TCP,66
78.548297,52.9.68.83,192.168.1.9,TLSv1.2,990
78.548298,38.140.99.21,192.168.1.9,TCP,66
78.548336,192.168.1.9,52.9.68.83,TCP,66
78.548343,192.168.1.9,38.140.99.21,TLSv1.2,592
78.548928,192.168.1.9,52.9.68.83,TLSv1.2,192
78.550401,38.140.99.21,192.168.1.9,TLSv1.2,531
78.550426,192.168.1.9,38.140.99.21,TCP,66
78.552782,209.191.163.208,192.168.1.9,TLSv1.3,1514
78.552785,209.191.163.208,192.168.1.9,TCP,1514
78.552831,192.168.1.9,209.191.163.208,TCP,66
78.553132,209.191.163.208,192.168.1.9,TCP,1266
78.553134,209.191.163.208,192.168.1.9,TLSv1.3,1514
78.553135,209.191.163.208,192.168.1.9,TLSv1.3,100
78.553154,192.168.1.9,209.191.163.208,TCP,66
78.553154,192.168.1.9,209.191.163.208,TCP,66
78.553644,192.168.1.9,209.191.163.208,TLSv1.3,146
78.559051,52.9.68.83,192.168.1.9,TCP,66
78.560079,52.9.68.83,192.168.1.9,TLSv1.2,1514
78.561034,52.9.68.83,192.168.1.9,TCP,1514
78.561035,52.9.68.83,192.168.1.9,TCP,1514
78.561068,192.168.1.9,52.9.68.83,TCP,66
78.561092,192.168.1.9,52.9.68.83,TCP,66
78.561177,52.9.68.83,192.168.1.9,TLSv1.2,990
78.561191,192.168.1.9,52.9.68.83,TCP,66
78.561744,192.168.1.9,52.9.68.83,TLSv1.2,192
78.574211,104.254.148.166,192.168.1.9,TCP,66
78.574215,104.254.148.166,192.168.1.9,TCP,66
78.575069,104.254.148.166,192.168.1.9,TLSv1.2,1514
78.575071,104.254.148.166,192.168.1.9,TLSv1.2,1133
78.57511,192.168.1.9,104.254.148.166,TCP,66
78.575378,104.254.148.166,192.168.1.9,TLSv1.2,1514
78.57538,104.254.148.166,192.168.1.9,TLSv1.2,1135
78.575409,192.168.1.9,104.254.148.166,TCP,66
78.576101,192.168.1.9,104.254.148.166,TLSv1.2,192
78.576252,192.168.1.9,104.254.148.166,TLSv1.2,192
78.584385,72.34.250.78,192.168.1.9,TLSv1.2,1514
78.584389,72.34.250.78,192.168.1.9,TCP,1514
78.584464,192.168.1.9,72.34.250.78,TCP,66
78.584845,72.34.250.78,192.168.1.9,TCP,1514
78.584849,72.34.250.78,192.168.1.9,TLSv1.2,1328
78.584911,192.168.1.9,72.34.250.78,TCP,66
78.585771,192.168.1.9,72.34.250.78,TLSv1.2,192
78.586862,209.191.163.208,192.168.1.9,TLSv1.3,337
78.586865,209.191.163.208,192.168.1.9,TLSv1.3,337
78.586908,192.168.1.9,209.191.163.208,TLSv1.3,961
78.586909,192.168.1.9,209.191.163.208,TCP,66
78.587677,52.9.68.83,192.168.1.9,TLSv1.2,340
78.58772,192.168.1.9,52.9.68.83,TCP,66
78.592925,192.168.1.9,52.9.68.83,TLSv1.2,1016
78.597056,52.9.68.83,192.168.1.9,TLSv1.2,340
78.597099,192.168.1.9,52.9.68.83,TCP,66
78.60152,192.168.1.9,52.9.68.83,TLSv1.2,1016
78.613921,67.202.110.22,192.168.1.9,TLSv1.3,1514
78.613924,67.202.110.22,192.168.1.9,TCP,1514
78.613974,192.168.1.9,67.202.110.22,TCP,66
78.614202,67.202.110.22,192.168.1.9,TCP,1266
78.614223,192.168.1.9,67.202.110.22,TCP,66
78.61439,67.202.110.22,192.168.1.9,TLSv1.3,1161
78.614408,192.168.1.9,67.202.110.22,TCP,66
78.614793,192.168.1.9,67.202.110.22,TLSv1.3,146
78.619087,104.254.148.166,192.168.1.9,TLSv1.2,324
78.619089,104.254.148.166,192.168.1.9,TLSv1.2,324
78.619134,192.168.1.9,104.254.148.166,TCP,66
78.619134,192.168.1.9,104.254.148.166,TCP,66
78.623125,52.43.69.79,192.168.1.9,TLSv1.2,656
78.623127,52.43.69.79,192.168.1.9,TLSv1.2,100
78.623161,192.168.1.9,52.43.69.79,TCP,66
78.623183,192.168.1.9,52.43.69.79,TCP,66
78.625098,192.168.1.9,104.254.148.166,TCP,1514
78.625098,192.168.1.9,104.254.148.166,TCP,1514
78.625099,192.168.1.9,104.254.148.166,TCP,1514
78.629239,192.168.1.9,104.254.148.166,TCP,1514
78.629239,192.168.1.9,104.254.148.166,TCP,1514
78.629239,192.168.1.9,104.254.148.166,TCP,1514
78.630071,72.34.250.78,192.168.1.9,TLSv1.2,117
78.630103,192.168.1.9,72.34.250.78,TCP,66
78.631292,52.43.69.79,192.168.1.9,TLSv1.2,656
78.631294,52.43.69.79,192.168.1.9,TLSv1.2,100
78.631332,192.168.1.9,52.43.69.79,TCP,66
78.631332,192.168.1.9,52.43.69.79,TCP,66
78.63481,192.168.1.9,72.34.250.78,TCP,1514
78.634811,192.168.1.9,72.34.250.78,TLSv1.2,1083
78.636587,104.16.68.69,192.168.1.9,TLSv1.2,634
78.636616,192.168.1.9,104.16.68.69,TCP,54
78.665935,209.191.163.208,192.168.1.9,TCP,66
78.66594,52.9.68.83,192.168.1.9,TCP,66
78.667314,38.140.99.21,192.168.1.9,TCP,66
78.671221,104.254.148.166,192.168.1.9,TCP,66
78.671301,192.168.1.9,104.254.148.166,TCP,1514
78.671302,192.168.1.9,104.254.148.166,TCP,1514
78.671302,192.168.1.9,104.254.148.166,TCP,1514
78.671303,192.168.1.9,104.254.148.166,TLSv1.2,974
78.679398,104.254.148.166,192.168.1.9,TCP,66
78.679499,192.168.1.9,104.254.148.166,TCP,1514
78.6795,192.168.1.9,104.254.148.166,TCP,1514
78.679501,192.168.1.9,104.254.148.166,TCP,1514
78.679502,192.168.1.9,104.254.148.166,TLSv1.2,974
78.680274,72.34.250.78,192.168.1.9,TCP,66
78.681099,67.202.110.22,192.168.1.9,TLSv1.3,145
78.681105,67.202.110.22,192.168.1.9,TLSv1.3,145
78.681218,192.168.1.9,67.202.110.22,TLSv1.3,1097
78.68122,192.168.1.9,67.202.110.22,TCP,66
78.682615,72.34.250.78,192.168.1.9,TLSv1.2,1058
78.682621,52.9.68.83,192.168.1.9,TCP,66
78.682731,192.168.1.9,72.34.250.78,TCP,66
78.698115,209.191.163.208,192.168.1.9,TLSv1.3,698
78.698218,192.168.1.9,209.191.163.208,TCP,66
78.704521,23.218.109.92,192.168.1.9,TCP,1514
78.704528,23.218.109.92,192.168.1.9,TLSv1.2,696
78.704529,23.218.109.92,192.168.1.9,TCP,1514
78.704532,23.218.109.92,192.168.1.9,TCP,1514
78.704536,23.218.109.92,192.168.1.9,TCP,1514
78.704558,23.218.109.92,192.168.1.9,TCP,1514
78.70456,23.218.109.92,192.168.1.9,TCP,1514
78.704562,23.218.109.92,192.168.1.9,TLSv1.2,348
78.704713,192.168.1.9,23.218.109.92,TCP,66
78.704714,192.168.1.9,23.218.109.92,TCP,66
78.704714,192.168.1.9,23.218.109.92,TCP,66
78.704755,192.168.1.9,23.218.109.92,TCP,66
78.705257,192.168.1.9,23.218.109.92,TCP,66
78.708629,104.254.148.166,192.168.1.9,TCP,66
78.715145,104.254.148.166,192.168.1.9,TCP,66
78.715744,104.254.148.166,192.168.1.9,TCP,66
78.715748,104.254.148.166,192.168.1.9,TCP,66
78.715874,104.254.148.166,192.168.1.9,TCP,66
78.716721,104.254.148.166,192.168.1.9,TCP,66
78.717313,104.254.148.166,192.168.1.9,TLSv1.2,1073
78.717374,192.168.1.9,104.254.148.166,TCP,66
78.723549,104.254.148.166,192.168.1.9,TCP,66
78.723554,104.254.148.166,192.168.1.9,TCP,66
78.72417,104.254.148.166,192.168.1.9,TCP,66
78.724176,104.254.148.166,192.168.1.9,TCP,66
78.735002,52.9.68.83,192.168.1.9,TLSv1.2,290
78.735105,192.168.1.9,52.9.68.83,TCP,66
78.756812,67.202.110.22,192.168.1.9,TLSv1.3,587
78.756818,67.202.110.22,192.168.1.9,TLSv1.3,108
78.756932,192.168.1.9,67.202.110.22,TCP,66
78.756933,192.168.1.9,67.202.110.22,TCP,66
78.800259,52.52.208.22,192.168.1.9,TCP,1514
78.800265,52.52.208.22,192.168.1.9,TCP,1514
78.800267,52.52.208.22,192.168.1.9,TCP,1514
78.800374,192.168.1.9,52.52.208.22,TCP,66
78.800494,192.168.1.9,52.52.208.22,TCP,66
78.801159,52.52.208.22,192.168.1.9,TCP,1514
78.801166,52.52.208.22,192.168.1.9,TLSv1.2,80
78.801283,192.168.1.9,52.52.208.22,TCP,66
78.817778,104.254.148.166,192.168.1.9,TCP,1514
78.817785,104.254.148.166,192.168.1.9,TCP,1514
78.817787,104.254.148.166,192.168.1.9,TCP,1514
78.817834,104.254.148.166,192.168.1.9,TCP,1514
78.817836,104.254.148.166,192.168.1.9,TCP,1514
78.81796,192.168.1.9,104.254.148.166,TCP,66
78.818053,192.168.1.9,104.254.148.166,TCP,66
78.818125,192.168.1.9,104.254.148.166,TCP,66
78.818288,104.254.148.166,192.168.1.9,TCP,1514
78.818293,104.254.148.166,192.168.1.9,TCP,1514
78.818295,104.254.148.166,192.168.1.9,TLSv1.2,683
78.818405,192.168.1.9,104.254.148.166,TCP,66
78.818406,192.168.1.9,104.254.148.166,TCP,66
78.818436,192.168.1.9,104.254.148.166,TCP,66
78.863176,52.9.68.83,192.168.1.9,TLSv1.2,290
78.863274,192.168.1.9,52.9.68.83,TCP,66
78.901802,192.168.1.2,224.0.0.251,MDNS,193
78.982727,192.168.1.9,192.168.1.2,MDNS,338
79.001084,173.230.154.240,192.168.1.9,TLSv1.2,852
79.001191,192.168.1.9,173.230.154.240,TCP,66
79.033799,192.168.1.9,172.217.3.194,UDP,1392
79.033818,192.168.1.9,172.217.3.194,UDP,139
79.050963,172.217.3.194,192.168.1.9,UDP,63
79.311435,172.217.3.194,192.168.1.9,UDP,1392
79.31544,172.217.3.194,192.168.1.9,UDP,1010
79.315445,172.217.3.194,192.168.1.9,UDP,162
79.31566,192.168.1.9,172.217.3.194,UDP,70
79.341001,192.168.1.9,172.217.3.194,UDP,70
79.343722,192.168.1.9,172.217.17.99,UDP,1392
79.358897,192.168.1.9,172.217.3.194,UDP,377
79.364204,192.168.1.9,151.101.1.194,TLSv1.2,801
79.384083,151.101.1.194,192.168.1.9,TCP,1450
79.384285,151.101.1.194,192.168.1.9,TCP,1450
79.38429,151.101.1.194,192.168.1.9,TLSv1.2,86
79.384371,192.168.1.9,151.101.1.194,TCP,66
79.384372,192.168.1.9,151.101.1.194,TCP,66
79.384784,151.101.1.194,192.168.1.9,TCP,1450
79.38479,151.101.1.194,192.168.1.9,TCP,1450
79.38487,192.168.1.9,151.101.1.194,TCP,66
79.384894,192.168.1.9,151.101.1.194,TCP,66
79.384968,151.101.1.194,192.168.1.9,TLSv1.2,86
79.384972,151.101.1.194,192.168.1.9,TCP,1450
79.385032,192.168.1.9,151.101.1.194,TCP,66
79.385268,151.101.1.194,192.168.1.9,TCP,1450
79.385273,151.101.1.194,192.168.1.9,TLSv1.2,86
79.385345,192.168.1.9,151.101.1.194,TCP,66
79.385346,192.168.1.9,151.101.1.194,TCP,66
79.38558,151.101.1.194,192.168.1.9,TCP,1450
79.385585,151.101.1.194,192.168.1.9,TCP,1450
79.385587,151.101.1.194,192.168.1.9,TLSv1.2,86
79.385662,192.168.1.9,151.101.1.194,TCP,66
79.385663,192.168.1.9,151.101.1.194,TCP,66
79.385692,192.168.1.9,151.101.1.194,TCP,66
79.386204,151.101.1.194,192.168.1.9,TCP,1450
79.386261,151.101.1.194,192.168.1.9,TCP,1450
79.386264,151.101.1.194,192.168.1.9,TLSv1.2,86
79.386336,192.168.1.9,151.101.1.194,TCP,66
79.386336,192.168.1.9,151.101.1.194,TCP,66
79.38693,151.101.1.194,192.168.1.9,TLSv1.2,575
79.386978,192.168.1.9,151.101.1.194,TCP,66
79.388629,172.217.3.194,192.168.1.9,UDP,115
79.408194,192.168.1.9,172.217.3.162,UDP,1392
79.408194,192.168.1.9,172.217.3.162,UDP,1215
79.410775,192.168.1.9,172.217.3.162,UDP,344
